MOE,dry_density,acoustic_velocity
10.34315877,763.761133,3.68
9.796480407,862.601626,3.37
9.688123979,802.2875817,3.475
11.62360158,837.6993166,3.725
11.15767676,812.8255585,3.705
8.711633374,827.3136458,3.245
11.30079195,752.6021694,3.875
9.045059641,845.8939709,3.27
10.18080349,731.752797,3.73
11.4071851,882.6340945,3.595
7.688592817,697.5425331,3.32
13.13388295,723.7256136,4.26
11.89850004,780.2793978,3.905
12.27475811,772.9587026,3.985
11.50936575,794.9541284,3.805
10.37107028,749.4414299,3.72
14.3606459,835.8433735,4.145
10.22200404,721.1175866,3.765
11.18004077,778.3321454,3.79
12.16886165,783.8943064,3.94
12.76122119,819.970487,3.945
14.68356193,784.9810913,4.325
12.25209752,789.2561983,3.94
12.06651326,793.3276305,3.9
8.4744,822.4299065,3.21
9.285076015,775.5919021,3.46
7.722949763,808.8467615,3.09
12.17938667,852.3968166,3.78
9.413616598,777.3167358,3.48
11.79678009,789.7042716,3.865
8.991733358,808.4473528,3.335
12.32723037,810.4687949,3.9
12.13674296,802.0527859,3.89
9.44269575,736.7666232,3.58
11.43750947,742.4242424,3.925
10.60797783,719.3995381,3.84
8.024439904,725.8241758,3.325
12.0994487,855.834703,3.76
11.95063586,821.1111111,3.815
10.58769362,725.5621845,3.82
12.75310594,762.3762376,4.09
10.89181059,707.0021882,3.925
12.69505338,757.0537571,4.095
11.86848977,819.7588944,3.805
10.66639174,740.6174995,3.795
11.45299099,745.3268811,3.92
10.89203729,710.6333527,3.915
8.385775496,712.7791563,3.43
11.45898202,819.2243147,3.74
10.14565585,751.2170556,3.675
13.35006372,817.9384203,4.04
8.678895678,731.283906,3.445
14.53051581,806.3538096,4.245
10.77010213,755.7634934,3.775
13.54932324,768.1022243,4.2
12.85977885,761.2895287,4.11
11.21696576,835.0787569,3.665
12.29801736,796.2510187,3.93
11.10097121,821.9516835,3.675
12.11286775,830.080573,3.82
10.40863841,800.9093862,3.605
11.55729914,853.4158744,3.68
9.645423137,758.9308661,3.565
11.21782715,846.6540233,3.64
12.26929929,817.1021378,3.875
9.617256414,725.8525853,3.64
10.41234167,713.5455218,3.82
10.21589509,764.7186147,3.655
12.02247302,826.0469397,3.815
11.96234291,770.5907719,3.94
15.66403341,730.7042254,4.63
10.11892855,725.359523,3.735
10.34844868,726.1750755,3.775
11.99963905,788.9309041,3.9
12.15923211,716.3276526,4.12
8.100975987,757.6032683,3.27
8.91070935,768.560474,3.405
10.28679273,807.1301248,3.57
9.636737852,773.3580923,3.53
18.58364527,868.7752355,4.625
9.973917925,789.1990976,3.555
13.10757016,777.8500217,4.105
10.1683298,746.7872442,3.69
12.19359576,752.6620587,4.025
13.27311945,815.2408339,4.035
10.09920969,743.7250428,3.685
10.26862682,720.5737866,3.775
10.31534469,755.5354722,3.695
13.17033882,764.7170168,4.15
10.04751952,743.9507259,3.675
12.44535769,773.960217,4.01
10.87451638,757.0621469,3.79
10.47281973,777.5556825,3.67
10.50493314,735.2071006,3.78
13.83192208,841.2030075,4.055
11.70640299,769.6517413,3.9
13.58819845,750.5208333,4.255
9.900566952,776.8257854,3.57
9.282417605,718.2296231,3.595
13.93064317,836.8562072,4.08
8.860852352,723.3348859,3.5
9.464193533,748.8664987,3.555
12.64877863,875.9541985,3.8
12.93992275,798.7298486,4.025
12.66811564,772.3283428,4.05
12.26178,800,3.915
9.174786522,770.8285253,3.45
10.28770455,774.3252438,3.645
10.80363485,802.1170879,3.67
9.459074884,792.414767,3.455
11.08453811,790.3399892,3.745
8.480206939,767.0490758,3.325
8.22485534,752.9832936,3.305
9.65628474,707.2633896,3.695
9.725836746,760.9828742,3.575
13.48309518,777.2479564,4.165
10.66423177,752.3148148,3.765
10.56574929,720.282318,3.83
13.76589559,822.9204504,4.09
12.06015545,759.4448728,3.985
13.79608696,782.0910973,4.2
14.2906119,831.7671327,4.145
10.66500407,783.2642292,3.69
12.7116317,842.2077922,3.885
14.02093875,842.2805382,4.08
10.55163818,792.0163767,3.65
10.0216736,895.6699625,3.345
13.43198356,765.0892604,4.19
10.97602866,803.9265039,3.695
10.89138444,770.3842549,3.76
9.59815979,818.2138453,3.425
9.852675527,711.9808307,3.72
10.45331322,951.2329775,3.315
11.15213204,867.7199504,3.585
10.1259087,796.7369137,3.565
11.45899513,804.1047417,3.775
11.6020236,770.6732647,3.88
9.545463882,706.7769083,3.675
9.379219054,719.7012802,3.61
8.134115225,667.8200692,3.49
9.256180625,712.2316727,3.605
10.76605065,823.8341969,3.615
15.48724184,877.9615557,4.2
12.11261109,830.0629845,3.82
9.986883239,741.4772727,3.67
10.55562759,750.6224066,3.75
13.33390409,823.0487461,4.025
10.86340997,750.3378378,3.805
11.65375785,760.3305785,3.915
11.95059811,769.834195,3.94
12.26632932,736.8758003,4.08
8.237687909,736.229288,3.345
9.042532658,757.5197889,3.455
12.00298138,799.3660856,3.875
10.3264682,847.814731,3.49
12.00324802,858.1349206,3.74
10.95169252,710.8892059,3.925
11.17203574,747.8824116,3.865
11.96008373,774.3710692,3.93
11.15829322,758.6946703,3.835
12.17416842,722.4586288,4.105
12.94752582,718.5076504,4.245
12.00701872,785.3833193,3.91
13.85575768,804.5148895,4.15
13.71303226,825.8064516,4.075
9.699737629,704.712813,3.71
12.76928223,743.2200481,4.145
10.64796369,833.1332533,3.575
10.20699734,807.6418067,3.555
11.71068876,764.0449438,3.915
9.622777741,767.881016,3.54
10.06889951,739.4848386,3.69
15.31912799,768.406656,4.465
12.38718344,802.0241916,3.93
10.7157488,759.9808368,3.755
10.16539352,720.9486166,3.755
10.5265572,756.6041015,3.73
10.12249455,852.921573,3.445
9.230662334,796.1568424,3.405
11.30242793,821.1527035,3.71
11.07532895,787.5789474,3.75
11.07552908,813.4141991,3.69
11.87139733,826.4630107,3.79
15.20454074,900.0977223,4.11
15.38158427,865.7767346,4.215
13.30910232,840.199889,3.98
10.76212052,837.3741141,3.585
7.822458824,722.6890756,3.29
11.98073217,806.1847798,3.855
9.979017069,765.7259436,3.61
10.91772555,752.1114865,3.81
15.27505164,799.8707454,4.37
8.016389299,763.6401938,3.24
11.36580503,812.5629152,3.74
10.77281072,799.8285469,3.67
13.96795829,875.1839859,3.995
11.75589198,770.9274515,3.905
9.739054518,711.3991613,3.7
10.08459487,765.3237766,3.63
11.42306284,812.3066905,3.75
13.59710745,795.235029,4.135
9.062774298,731.4351674,3.52
11.08122353,800.7590133,3.72
10.96198444,720.7090359,3.9
13.72591479,776.2637363,4.205
9.573988313,766.1504425,3.535
9.329257363,790.6669602,3.435
7.963232453,792.4481737,3.17
10.20085138,727.3321353,3.745
9.264073782,871.6995165,3.26
11.93806477,733.2411887,4.035
12.35773043,757.1396447,4.04
10.63560114,804.9209139,3.635
11.44244155,769.963145,3.855
13.10933331,774.1781801,4.115
13.33738908,795.3586498,4.095
12.61698342,769.2109997,4.05
12.83405523,765.3429603,4.095
8.470159533,719.9516811,3.43
12.27074077,819.3111237,3.87
9.301224958,757.118928,3.505
10.01869699,756.1509021,3.64
11.88546332,730.0103842,4.035
11.60537339,741.9354839,3.955
12.92414373,752.2335673,4.145
9.882048215,687.9684919,3.79
11.96334029,740.2873869,4.02
11.82585976,767.6325861,3.925
10.58127979,777.1153114,3.69
13.50475986,813.2641719,4.075
10.85754171,767.99044490000006,3.76
11.85294002,757.762503,3.955
10.18477883,716.586962,3.77
9.320000567,737.4570447,3.555
8.653268945,706.3893016,3.5
7.835790794,721.7254077,3.295
12.39589202,831.9613965,3.86
10.92812241,838.5542169,3.61
13.56835779,805.1948052,4.105
14.88569234,847.8928885,4.19
11.85462453,801.8536585,3.845
12.24129468,798.6634681,3.915
12.05154871,788.2960413,3.91
12.04181351,814.5152293,3.845
12.45205174,770.5286839,4.02
9.958310498,783.5497835,3.565
12.47011213,875.0572082,3.775
12.9277923,782.353926,4.065
11.57376761,818.6515112,3.76
11.12144269,830.2310231,3.66
11.90080294,772.4972497,3.925
10.23557307,762.0162016,3.665
8.436670278,763.1111111,3.325
9.234621327,835.2871346,3.325
8.651138186,821.5686275,3.245
9.656712692,757.6923077,3.57
11.01471951,739.2627663,3.86
9.914468053,716.4461248,3.72
11.41203229,744.5595855,3.915
10.90726971,737.7740304,3.845
13.0313328,728.2962963,4.23
9.99159909,773.1027362,3.595
11.12212261,752.3068051,3.845
9.983777045,727.3081418,3.705
9.703561196,801.2585212,3.48
11.8791897,831.3869781,3.78
9.042849372,755.3584627,3.46
9.002526483,756.3559322,3.45
9.128657487,716.2596401,3.57
9.199945601,772.9422895,3.45
11.46034682,775.184486,3.845
12.78866552,811.417211,3.97
13.71848778,783.276895,4.185
8.845806719,711.9003446,3.525
8.488584417,745.2255181,3.375
12.86585927,794.1582048,4.025
8.694520571,722.0822838,3.47
12.13290306,765.9467604,3.98
11.75817128,771.0769231,3.905
12.59609456,736.690186,4.135
15.56647731,775.5937756,4.48
10.10429181,738.0782918,3.7
10.47839263,751.1271416,3.735
15.97107547,842.0887071,4.355
11.965768,820,3.82
12.49249849,735.9611231,4.12
10.61717111,783.9947951,3.68
10.79165683,759.2860589,3.77
10.19024417,720.7902454,3.76
12.8053654,754.3928153,4.12
10.27073151,783.7620579,3.62
13.45464265,824.3458147,4.04
12.12858139,805.6502679,3.88
12.38780821,793.9630321,3.95
10.692317449999999,783.146405,3.695
12.73426444,755.696727,4.105
10.39748369,747.3268471,3.73
9.803857049,756.4704513,3.6
12.83129473,826.5669516,3.94
10.81037327,774.9246534,3.735
12.24341913,772.9236085,3.98
12.19339754,785.4748603,3.94
13.87411739,775.3979171,4.23
11.59514699,735.690664,3.97
10.97159423,728.7965136,3.88
13.38153061,815.8226253,4.05
11.94992697,732.1541377,4.04
12.93606281,884.1770474,3.825
7.726062385,660.5504587,3.42
9.080149593,659.6980256,3.71
7.543763518,658.3710407,3.385
7.650407807,719.8622273,3.26
9.846651425,733.061829,3.665
11.4271063,739.8627573,3.93
9.6602949,768.7018129,3.545
10.796548810000001,769.80602940000006,3.745
11.25471017,798.2049797,3.755
12.23750358,707.141248,4.16
13.63861017,773.1638418,4.2
9.760002644,720.6996282,3.68
10.32180826,758.0590812,3.69
11.84752805,722.3001403,4.05
11.35649247,742.8321678,3.91
12.94031238,771.6794731,4.095
10.89426515,716.2567487,3.9
10.90409378,716.9029444,3.9
11.27834804,758.9212749,3.855
9.974717503,744.6264074,3.66
9.305262956,706.1799783,3.63
12.72727534,770.2191988,4.065
11.92294668,741.4721724,4.01
12.62576532,775.4800591,4.035
12.77307427,763.5699374,4.09
9.923095412,717.0695609,3.72
10.72758921,740.9566715,3.805
9.652095463,718.5775598,3.665
8.900341438,805.0509526,3.325
8.405919517,778.9587852,3.285
16.31462881,795.0250139,4.53
10.27374907,748.4323128,3.705
12.77579305,794.5095521,4.01
9.559395429,723.4717814,3.635
11.07744841,761.1156494,3.815
8.06556118,705.9942912,3.38
9.686781872,725.1114413,3.655
11.44775817,697.9276431,4.05
10.73163676,724.009901,3.85
12.05527549,782.5242718,3.925
12.61290827,765.1792246,4.06
11.36347729,722.8111863,3.965
9.795577325,696.5743876,3.75
10.84781373,743.3879093,3.82
10.61557156,692.5957937,3.915
8.81643472,705.527847,3.535
13.53264404,927.3761714,3.82
10.78901105,761.1174458,3.765
9.833231893,802.7128076,3.5
10.6514351,724.2314647,3.835
10.54864196,776.8220914,3.685
11.516130070000001,808.1140351,3.775
10.83009978,770.1404287,3.75
13.50184906,774.6049876,4.175
11.68371225,758.4055987,3.925
8.037421142,768.0122637,3.235
9.761047024,765.878667,3.57
11.51198961,705.3223713,4.04
12.86490246,724.1213288,4.215
12.34079322,805.1550896,3.915
11.70466396,802.1068473,3.82
13.75374684,810.2640944,4.12
9.554748962,747.5963782,3.575
8.966481074,693.7839469,3.595
11.57769707,767.0790748,3.885
7.381212671,727.6270658,3.185
11.01689543,718.7795201,3.915
14.54334672,860.9555189,4.11
12.17972166,823.8434164,3.845
10.8296574,891.680261,3.485
10.6651754,818.377345,3.61
11.52001296,769.1854098,3.87
9.739379826,875.6682971,3.335
11.35650556,762.2020431,3.86
14.32653332,827.8553369,4.16
12.89851359,771.0686562,4.09
13.71955576,775.904104,4.205
11.39809628,728.6841877,3.955
10.10992911,758.861258,3.65
12.13826744,760.5418813,3.995
10.75396106,816.1222339,3.63
13.64241612,777.075553,4.19
8.524764393,792.3821751,3.28
12.33080948,749.9112531,4.055
11.17536409,736.6255144,3.895
9.538017763,731.8864775,3.61
8.878172586,759.0517241,3.42
9.347347267,803.8585209,3.41
14.28882398,783.68356000000006,4.27
11.04120675,729.6546249,3.89
13.06289697,724.910036,4.245
10.52150062,764.4161707,3.71
10.62569041,776.1643836,3.7
14.36213217,820.0267023,4.185
9.198260707,805.1416886,3.38
9.889897856,732.2799097,3.675
8.367837859,745.6304619,3.35
8.904735873,761.3227894,3.42
16.83095765,781.7589577,4.64
12.44454585,805.7381949,3.93
12.62819748,726.2217551,4.17
12.74649766,750.9247842,4.12
10.99080812,733.8506711,3.87
10.58130817,760.5393676,3.73
10.24891456,709.7586258,3.8
13.1322216,806.5868263,4.035
10.92909885,809.2257002,3.675
13.22600334,790.6458797,4.09
15.83975714,835.1648352,4.355
11.40681381,817.679558,3.735
12.35906122,790.1190047,3.955
7.751650047,705.3864169,3.315
8.271204049,741.4396401,3.34
9.822260996,801.8172241,3.5
11.59285405,741.1351184,3.955
13.01022738,797.1171562,4.04
11.66810361,783.115225,3.86
10.11240261,715.2842498,3.76
11.90668597,778.8205183,3.91
13.58969114,736.6874136,4.295
10.40353095,757.8867925,3.705
10.69471375,827.5064267,3.595
11.37586276,791.9648821,3.79
11.29478003,774.0179839,3.82
10.50256464,731.1676083,3.79
11.39315048,758.7529976,3.875
14.95644765,801.421449,4.32
11.46683053,729.3853073,3.965
13.01951138,743.3678269,4.185
8.156858407,711.8780096,3.385
13.359375,730.994152,4.275
11.7885748,793.2544897,3.855
12.27194947,838.7850467,3.825
9.775478042,764.8669797,3.575
10.97882695,772.4550898,3.77
11.51365967,732.364028,3.965
10.50402411,786.286732,3.655
11.29170247,736.7088608,3.915
11.05083559,747.4849095,3.845
11.93198419,742.0342034,4.01
10.34690126,689.0756303,3.875
12.30678346,815.3846154,3.885
9.71025,736.9146006,3.63
11.32473932,723.9944521,3.955
10.31411159,739.3509128,3.735
12.87796876,800.8637236,4.01
11.49153171,729.1164659,3.97
10.12569356,725.8444619,3.735
10.25299458,734.9698357,3.735
7.646243561,765.727003,3.16
9.794311326,762.0712621,3.585
10.41615512,762.9192154,3.695
10.651855,780.1827802,3.695
8.497018558,763.9675117,3.335
10.46008654,753.8461538,3.725
9.669955855,725.8364312,3.65
9.674775477,722.2353219,3.66
13.81255992,819.6866313,4.105
11.75597031,725.649184,4.025
10.61696007,729.4761532,3.815
10.17959087,766.1878453,3.645
10.69094004,754.1989664,3.765
15.48996452,807.4250183,4.38
10.05289223,740.3141361,3.685
10.6826567,698.7563335,3.91
10.00038856,679.9643414,3.835
11.48805474,787.2628726,3.82
13.99759479,776.7799872,4.245
14.69465708,805.9418458,4.27
13.39255614,757.4107683,4.205
7.754264417,781.4829345,3.15
8.584155268,767.1942165,3.345
10.75105754,789.5842083,3.69
10.71404425,833.6334174,3.585
